monthly_income,spending_behaviour,monthly_expenses,savings_goal,savings_monthly,total_savings_installment
8303523.26,moderate,5382229.587,34713346.91,1660704.652,21
18903531.43,wasteful,18222002.57,33377385.74,3780706.286,9
30966355.36,frugal,11119802.94,14966783.09,6193271.072,2
13171430.74,frugal,3973271.54,17017189.34,2634286.148,6
34673835.46,moderate,21435910.49,25787048.57,6934767.092,4
37091254.88,moderate,20617989.54,27500937.86,7418250.976,4
28899715.12,frugal,9575260.229,36926752.74,5779943.024,6
15687892.36,wasteful,14708124.55,10635407.83,3137578.472,3
11139199.05,wasteful,10154753.35,30876764.56,2227839.81,14
28140065.53,moderate,15289355.4,16144497.87,5628013.106,3
19779057.05,wasteful,17795592.54,8898250.15,3955811.41,2
17908411.59,frugal,6977598.194,12135313.08,3581682.318,3
28083376.54,frugal,9924181.704,39831723.79,5616675.308,7
30616214.51,wasteful,28986701.69,4666230.48,6123242.902,1
37528790.5,wasteful,35718293.81,25069658.76,7505758.1,3
17590028.74,frugal,6846053.562,26724863.87,3518005.748,8
25534961.39,wasteful,20609796.21,18843132.49,5106992.278,4
36214016.77,moderate,21402731.68,23293834.57,7242803.354,3
31680013.49,moderate,16796906.4,36024180.65,6336002.698,6
19751510.92,moderate,11538196.69,25186883.21,3950302.184,6
24321842.09,wasteful,20520922.87,11790635.45,4864368.418,2
33648916.64,frugal,10140291.24,30597280.37,6729783.328,5
12938681.97,frugal,5134864.427,31744783.29,2587736.394,12
36585386.19,frugal,12905742.11,8763343.36,7317077.238,1
32149652.5,wasteful,26895712.76,38301168.95,6429930.5,6
9265220.8,wasteful,7623178.033,30541293.62,1853044.16,16
33373144.55,wasteful,31957100.63,23452473.85,6674628.91,4
29601267.32,moderate,18088496.63,4848763.17,5920253.464,1
25667906.72,frugal,9148782.407,3309407.77,5133581.344,1
24237766.01,moderate,15023594.81,38816991.62,4847553.202,8
6633030.66,frugal,2154761.287,27042003.38,1326606.132,20
21718037.03,frugal,6566228.122,16951384.79,4343607.406,4
24946266.07,frugal,8876712.456,11405394.65,4989253.214,2
31852634.25,moderate,17450754.07,11445106.61,6370526.85,2
35346432.26,moderate,24030337.86,9003649.37,7069286.452,1
16147767.34,wasteful,14952107.38,28354640.59,3229553.468,9
25036555.48,frugal,9547561.932,7408328.05,5007311.096,1
19974079.98,frugal,6862296.323,8650391.87,3994815.996,2
25014898.49,moderate,13559235.78,30600064.28,5002979.698,6
28152607.44,wasteful,24393454.03,9584885.39,5630521.488,2
24702915.66,wasteful,23742322.95,35466233.3,4940583.132,7
5457902.94,moderate,3421140.136,29184722.23,1091580.588,27
2628750.97,moderate,1799525.984,28053664.57,525750.194,53
17520936.11,wasteful,16045592.83,9722311.53,3504187.222,3
2299795.05,wasteful,2220022.974,30659991.58,459959.01,67
10428220.72,moderate,6586366.039,15988955.59,2085644.144,8
29092600.35,moderate,18303515.48,7125333.4,5818520.07,1
37353211.1,frugal,14215158.93,22334544.24,7470642.22,3
24450832.52,frugal,8701219.247,32490243.01,4890166.504,7
6624407.3,frugal,2552280.506,21819397.46,1324881.46,16
22136276.88,frugal,8266954.988,16031718.23,4427255.376,4
36446591.44,frugal,11291372.11,38325886.51,7289318.288,5
4440517.86,frugal,1680939.945,25519643.83,888103.572,29
3987817.59,moderate,2594906.299,9366201.3,797563.518,12
5515343.38,moderate,3221954.677,15762772.72,1103068.676,14
34030214.71,wasteful,32365661.57,35397243,6806042.942,5
22911976.59,wasteful,22874900.63,22323448.82,4582395.318,5
5856954.88,frugal,2099288.526,33842906.54,1171390.976,29
35525256.96,wasteful,33377072.32,18395690.3,7105051.392,3
11131957.89,frugal,3922837.654,21231189.11,2226391.578,10
34297220.46,frugal,10965777.49,35939973.85,6859444.092,5
36602927.05,wasteful,36430236.9,37528527.64,7320585.41,5
18462447.46,wasteful,17632419.66,21393849.05,3692489.492,6
33470220.19,moderate,18909931.34,17142798.02,6694044.038,3
29278906.41,frugal,9043020.297,33249506.91,5855781.282,6
37944248.65,wasteful,32870091.24,37225208.03,7588849.73,5
32792838.34,wasteful,26801170.35,35742339.44,6558567.668,5
20833327.04,frugal,8123378.737,12275164.59,4166665.408,3
7923013.69,frugal,2537299.968,27236821.7,1584602.738,17
17350293.64,frugal,6595216.65,35549417.11,3470058.728,10
1630952.06,moderate,1006361.639,20912063.02,326190.412,64
4256248.59,moderate,2180303.423,35206314.38,851249.718,41
17720444.17,frugal,6291294.141,26221240.96,3544088.834,7
22783655.34,wasteful,20334361.06,29530386.76,4556731.068,6
32796356.41,moderate,19330855.49,28755521.17,6559271.282,4
6756857.05,wasteful,5811794.777,9949441.44,1351371.41,7
20312128.87,wasteful,19865703.39,25775868.63,4062425.774,6
6347079.41,frugal,2214294.775,17899026.39,1269415.882,14
22271570.35,wasteful,19003195.44,20508980.49,4454314.07,5
5842299.59,wasteful,5046483.74,4198333.69,1168459.918,4
5948238.63,frugal,1820047.892,22931111,1189647.726,19
2980358.72,moderate,1638854.596,17382929.82,596071.744,29
16227637.38,wasteful,13514740.93,36137129.37,3245527.476,11
30921677.89,wasteful,26732815.02,19290091.05,6184335.578,3
20603458.83,frugal,6482863.418,37533578.9,4120691.766,9
19320004.01,frugal,7096747.761,12874052.21,3864000.802,3
19874200.35,wasteful,16104400.96,26420306.22,3974840.07,7
5147949.59,wasteful,5119719.299,14846686.62,1029589.918,14
20314048.3,frugal,6978905.753,4665098.28,4062809.66,1
30069784.14,moderate,15193525.34,31988888.34,6013956.828,5
2658233.07,wasteful,2576585.072,15440274.59,531646.614,29
34699634.07,moderate,21579482.74,11628170.43,6939926.814,2
37799597.34,moderate,22480612.78,3767279.8,7559919.468,0
20726718.83,moderate,12902597.03,20631897.42,4145343.766,5
17343478.96,moderate,9659586.608,16837308.27,3468695.792,5
10575055.32,frugal,4144521.498,13315351.71,2115011.064,6
37632464.01,frugal,13902462.35,13947301.4,7526492.802,2
13754132.39,wasteful,11800901.74,36437962.06,2750826.478,13
19269084.74,frugal,7182556.429,18372583.32,3853816.948,5
29059279.78,moderate,14751164.07,18849813.17,5811855.956,3
37987692.41,wasteful,30735731.67,16328949.31,7597538.482,2
23482841.95,frugal,7337507.958,9444508.13,4696568.39,2
20594724.54,frugal,6315127.582,17110200.56,4118944.908,4
22925042.9,frugal,8892127.673,13106270.28,4585008.58,3
15930542.1,moderate,10294821.54,16680293.29,3186108.42,5
3208646.96,wasteful,3025973.476,24354721.97,641729.392,38
19526351.55,moderate,12327480.83,21468056.51,3905270.31,5
22657294.72,moderate,12111839.91,35370265.44,4531458.944,8
12543042.21,wasteful,10639540.98,17048654.2,2508608.442,7
15572063.33,wasteful,15134948.6,29871201.66,3114412.666,10
11745312.63,moderate,7570457.504,17956143.85,2349062.526,8
29741101.21,moderate,19273453.68,25114608.77,5948220.242,4
31227433.47,wasteful,30452790.38,26710675.81,6245486.694,4
31610123.36,moderate,21230315.76,39721677.24,6322024.672,6
2823715.3,moderate,1544618.382,9726285.88,564743.06,17
32756813.44,wasteful,26465567.22,34646821.75,6551362.688,5
18718994.71,moderate,12391022.02,11019845.97,3743798.942,3
24148234.39,moderate,12234658.62,7630810.7,4829646.878,2
28483310.1,wasteful,24031229.84,20685728.6,5696662.02,4
32593406.14,frugal,11113836.58,20867275.77,6518681.228,3
28811470.34,wasteful,25445641.45,10102219.11,5762294.068,2
28709058.65,wasteful,23182535.14,21537375.89,5741811.73,4
28948557.16,wasteful,24574921.6,8280997.09,5789711.432,1
5203677.11,frugal,1677452.194,39727836.96,1040735.422,38
32436285.73,wasteful,26277210.45,29534020.79,6487257.146,5
37794817.32,frugal,13093034.17,27836157.35,7558963.464,4
20776215.97,moderate,12089838.97,19200156.38,4155243.194,5
7762991.29,moderate,3919913.233,30279143.73,1552598.258,20
19359060.59,frugal,7031544.652,5814928.28,3871812.118,2
8749993.19,moderate,5460881.482,37682602.32,1749998.638,22
20910305.94,frugal,7267651.313,25780436.92,4182061.188,6
3841186.93,wasteful,3426693.493,24285960.44,768237.386,32
25434733.52,wasteful,23705623.25,34808803.63,5086946.704,7
27959727.61,moderate,15228534.43,37447158.02,5591945.522,7
1679574.06,frugal,610419.5908,14770474.22,335914.812,44
9577663.28,frugal,3030040.963,26569567.34,1915532.656,14
19731780.75,wasteful,16472352.24,25327981.63,3946356.15,6
6175791.13,frugal,2140057.684,32542219.13,1235158.226,26
16190196.88,moderate,10068194.13,33066915.32,3238039.376,10
9804457.04,moderate,6491244.035,29845463.35,1960891.408,15
17204230.29,moderate,11299521.73,25525346.99,3440846.058,7
28887875.83,wasteful,24171774.3,19360606.6,5777575.166,3
21944842.94,wasteful,19969046.36,10520690.68,4388968.588,2
18011995.05,frugal,6169118.514,34272171.72,3602399.01,10
12584774.23,wasteful,10176517.43,27934945.73,2516954.846,11
6283630.76,frugal,2394817.84,6222682.57,1256726.152,5
10987663.65,moderate,7165144.657,14186951.44,2197532.73,6
3474672.49,frugal,1171999.369,23304945.03,694934.498,34
27877123.37,moderate,18146081.28,31494429.68,5575424.674,6
9277811.79,wasteful,8738339.562,21685263.38,1855562.358,12
27142049.85,wasteful,22500275.31,17696219.69,5428409.97,3
17256129.89,frugal,6321495.346,21768470.84,3451225.978,6
5899034.59,wasteful,4855713.604,32020205.71,1179806.918,27
2575943.22,frugal,841870.6082,25986391.12,515188.644,50
35014408.52,frugal,11464591.09,36591917.25,7002881.704,5
2164291.36,wasteful,2099350.841,28596568.84,432858.272,66
1876600.75,moderate,1028624.665,13462380.5,375320.15,36
26442808.53,wasteful,22230118.08,9111549.69,5288561.706,2
7787645.77,moderate,4599561.087,39648526.29,1557529.154,25
2067683.27,frugal,785987.0368,24911248.47,413536.654,60
35438183.75,wasteful,28578331.19,37931601.8,7087636.75,5
26027085.64,frugal,7936308.899,32957313.49,5205417.128,6
24326779.74,frugal,8918147.214,16761381.72,4865355.948,3
32157992.36,wasteful,29569063.32,36038965.84,6431598.472,6
20603125.3,wasteful,17938063.63,6518737.68,4120625.06,2
29627136.82,moderate,20631307.73,9497984.31,5925427.364,2
17272650.37,frugal,5711558.291,8550116.55,3454530.074,2
24878179.68,wasteful,24128762.42,33498035.86,4975635.936,7
30452656.68,frugal,11189525.83,3288777.67,6090531.336,1
23109849.79,wasteful,21145414.25,33423807.8,4621969.958,7
33787336.85,frugal,12090044.45,6305024.69,6757467.37,1
19155092.66,frugal,6237846.288,6936441.01,3831018.532,2
5982649.77,frugal,1954664.553,35654825.2,1196529.954,30
2716622.8,frugal,1033171.567,7666706.31,543324.56,14
36084107.61,frugal,13130025.47,24753667.46,7216821.522,3
5963966.9,moderate,3581168.708,4456445.24,1192793.38,4
32968416.26,frugal,12292779.65,10597004.47,6593683.252,2
26386777.57,moderate,17420287.05,3949716.14,5277355.514,1
19260341.85,wasteful,19100486.65,24867226.24,3852068.37,6
5583948.92,moderate,3030387.19,8156846.24,1116789.784,7
22673912.68,wasteful,18170284.12,28398394.41,4534782.536,6
1736917.6,wasteful,1460763.051,12702950.33,347383.52,37
32852083.13,wasteful,32688403.61,20210282.61,6570416.626,3
14135824.12,frugal,5602068.662,19467879.04,2827164.824,7
34395969.14,frugal,11779464.79,16029150.01,6879193.828,2
8857604.16,wasteful,7511569.445,4137231.4,1771520.832,2
13610784.66,frugal,5031845.035,14993098.7,2722156.932,6
1059352.33,frugal,406181.0949,23869006.43,211870.466,113
13331824.55,moderate,6843248.691,33308367.67,2666364.91,12
2126966.67,frugal,757142.1348,4982925.36,425393.334,12
37246085.96,wasteful,35511270.24,30245427.17,7449217.192,4
21967893,wasteful,18751686.81,38733043.94,4393578.6,9
5966650.25,frugal,1991812.036,8157280.36,1193330.05,7
35515885.32,wasteful,31972718.87,38186766.58,7103177.064,5
32475990.83,moderate,18689277.72,29168139.02,6495198.166,4
24076222.41,frugal,9052782.202,15221120.39,4815244.482,3
18293411.31,frugal,5625471.009,11163207.73,3658682.262,3
17883554.35,frugal,5438675.416,15611933.58,3576710.87,4
17152524.54,frugal,5167268.782,25052581.74,3430504.908,7
12401871.42,frugal,3761127.149,3174339.36,2480374.284,1
4847964.71,moderate,2734783.177,16976376.43,969592.942,18
25056964.26,moderate,13972560.9,5217831.17,5011392.852,1
18067613.96,moderate,12067708.92,21525881.55,3613522.792,6
28264120.02,wasteful,24981332.14,18968414.43,5652824.004,3
5247808.64,frugal,1943474.838,16026364.03,1049561.728,15
30309324.75,frugal,10259057.03,14609132.53,6061864.95,2
9643802.32,frugal,3412409.682,27621083.07,1928760.464,14
15277510.57,wasteful,12595811.09,16192202,3055502.114,5
35174734.56,frugal,13662542.53,29427452.76,7034946.912,4
2390499.89,frugal,895173.5018,23480016.41,478099.978,49
16352080.73,wasteful,14026570.1,22178740.92,3270416.146,7
30524464.08,wasteful,29664440.99,17971001.94,6104892.816,3
11434416.73,moderate,6803210.484,38870790.74,2286883.346,17
19115915.17,wasteful,15761236.98,8757403.24,3823183.034,2
28447795.42,frugal,9824934.804,14790768.56,5689559.084,3
1622237.41,moderate,831699.3189,13777984.03,324447.482,42
13129395.92,wasteful,12373973.61,9515744.99,2625879.184,4
29143599.25,moderate,19416162.1,16814144.35,5828719.85,3
4383410.35,wasteful,4314100.9,19393515.05,876682.07,22
30317238.15,wasteful,28340050.91,23395510.72,6063447.63,4
7166377.95,moderate,4085481.997,29687659.04,1433275.59,21
37462800.3,wasteful,37455847.88,5016772.58,7492560.06,1
25769351.86,moderate,13307424,10142280.47,5153870.372,2
30355907.14,wasteful,24583654.28,13978169.12,6071181.428,2
26556184.46,frugal,10362846.85,20774485.61,5311236.892,4
21373464.82,moderate,13192027.01,26646067.47,4274692.964,6
12496175.07,frugal,4882467.247,13507934.67,2499235.014,5
6567713.8,wasteful,5539623.602,18092712.33,1313542.76,14
8353686.17,moderate,4357162.037,35878602.18,1670737.234,21
12727298.38,moderate,8853048.758,15307412.6,2545459.676,6
37668701.57,frugal,14687910.58,36317073.21,7533740.314,5
28924589.48,moderate,19736280.2,10966308.55,5784917.896,2
16685913.63,frugal,6137833.584,19900252.73,3337182.726,6
11148080.79,wasteful,10647359.53,12167468.6,2229616.158,5
31108398.76,moderate,18551334.89,4571857.23,6221679.752,1
11009312.51,frugal,3397834.854,16520177.67,2201862.502,8
16322683.07,frugal,5225813.158,20395949.47,3264536.614,6
33243353.43,moderate,22609440.36,33132990.18,6648670.686,5
33462185.37,frugal,10583449.79,3748309.56,6692437.074,1
6855665.9,moderate,3430900.278,23441695.65,1371133.18,17
1697450.55,wasteful,1632621.379,16351030.29,339490.11,48
2630921.68,frugal,941506.6307,39364222.9,526184.336,75
14028196.72,frugal,5575092.883,13288611.04,2805639.344,5
23082520.05,frugal,8006473.704,16488544.38,4616504.01,4
10375609.15,frugal,3822855.172,20664964.48,2075121.83,10
7120489.5,frugal,2807391.787,19316584.02,1424097.9,14
21900848.39,wasteful,19751748.57,29199889.02,4380169.678,7
28152709.91,moderate,17891451.55,25320926.34,5630541.982,4
23965470.55,moderate,13385636.99,16371788.63,4793094.11,3
22331359.42,wasteful,22221045.93,20612368.63,4466271.884,5
8173171.41,moderate,5484945.651,7911108.21,1634634.282,5
2311921.71,moderate,1400642.553,33563408.45,462384.342,73
21618981.44,frugal,8154898.668,10076137.72,4323796.288,2
23308494.79,moderate,14170717.78,37145957.92,4661698.958,8
20157128,frugal,7358139.913,30300206.98,4031425.6,8
22790913.58,frugal,8834934.512,6251863.05,4558182.716,1
2837850.82,moderate,1457633.007,38835002.88,567570.164,68
19714626.19,wasteful,17009366.42,37983653.8,3942925.238,10
26645684.71,wasteful,24412161.77,13030897.76,5329136.942,2
8820391.84,wasteful,7350853.466,33082454.12,1764078.368,19
7917237.81,frugal,2851775.246,19724143.27,1583447.562,12
28801797.77,wasteful,25748798.14,32277012.62,5760359.554,6
37038985.06,moderate,24990010.4,35757269.01,7407797.012,5
34878766.15,frugal,10471134.69,21944441.6,6975753.23,3
2623021.17,wasteful,2541564.565,36475664.98,524604.234,70
4621585.92,moderate,2997640.813,37575671.67,924317.184,41
12559579.96,wasteful,10509560.27,30872763.33,2511915.992,12
3447121.22,moderate,2323830.317,19854845.53,689424.244,29
34518774.98,frugal,12335649.71,23504605.47,6903754.996,3
1152387.14,frugal,415739.0404,9832785.37,230477.428,43
30418955.97,wasteful,26130107.56,29009737.52,6083791.194,5
14390583.76,wasteful,13525497.53,29193651.36,2878116.752,10
7578078.74,wasteful,7159686.206,5823529.95,1515615.748,4
11577461.66,moderate,6726988.662,25357712.86,2315492.332,11
12871088.82,frugal,4150901.484,3289019.4,2574217.764,1
16047145.16,moderate,9251082.946,26536637.8,3209429.032,8
2563215.32,wasteful,2258123.476,11853067.56,512643.064,23
22399976.06,wasteful,18050040.33,37465768.17,4479995.212,8
18197398.05,moderate,12288671.99,37705608.02,3639479.61,10
31825321.2,moderate,19187017.15,3717699.19,6365064.24,1
28046041.94,wasteful,25096519.76,20807275.02,5609208.388,4
12099583.69,frugal,4607808.119,26562501.63,2419916.738,11
13245175.3,wasteful,10636899.41,25067130.23,2649035.06,9
29712519.2,frugal,10508533.27,30627889.44,5942503.84,5
2941641.49,moderate,1648935.262,35233781.77,588328.298,60
13860909.86,frugal,5324000.734,39143327.78,2772181.972,14
6062756.05,frugal,2230351.449,34762194.76,1212551.21,29
29161667.49,moderate,19642805.86,20726542.57,5832333.498,4
15314889.28,moderate,7840648.381,6938377.47,3062977.856,2
30359983.83,frugal,9944149.448,26478556.71,6071996.766,4
10377237.9,wasteful,10097334.8,3753560.89,2075447.58,2
1269778.6,moderate,785726.0605,23667960.31,253955.72,93
26751405.94,frugal,8106985.658,38371944.12,5350281.188,7
2170416.7,moderate,1285756.274,28683940.09,434083.34,66
29157394.89,frugal,9231559.637,12965357.09,5831478.978,2
3820028.73,frugal,1475278.493,33735393.55,764005.746,44
3658491.11,moderate,2166849.725,8258335.34,731698.222,11
35093058.71,moderate,21558293.6,12285597.06,7018611.742,2
4977498.82,frugal,1932576.626,8239694.43,995499.764,8
23770045.84,moderate,12316045.88,32090973.71,4754009.168,7
25858060.19,wasteful,21756438.17,11139115.7,5171612.038,2
25148810.39,frugal,9827956.031,9475765.74,5029762.078,2
27062383.9,wasteful,24303381.41,29031664.43,5412476.78,5
17291935.6,frugal,6680265.623,21326876.99,3458387.12,6
17171527.2,frugal,5351811.632,16218107.24,3434305.44,5
15841069.69,frugal,5161440.398,22048914.14,3168213.938,7
4390254.99,frugal,1687234.146,26935575.08,878050.998,31
30819139.7,wasteful,30036644.19,37892168.44,6163827.94,6
33117363.96,frugal,11550895.55,3957927.75,6623472.792,1
8379960.67,moderate,5593563.09,7126449.02,1675992.134,4
6576976.34,frugal,2447044.553,18261069.13,1315395.268,14
3525728.9,frugal,1195368.051,19531393.75,705145.78,28
15730812.86,frugal,5467198.313,27962529.19,3146162.572,9
33895598.79,wasteful,30892730.25,10542044.73,6779119.758,2
3328754.52,wasteful,3212871.394,28227920,665750.904,42
37639722.97,wasteful,37477578.83,7897592.33,7527944.594,1
20284377.34,moderate,11191093.81,5040542.87,4056875.468,1
11311954.8,wasteful,9694046.454,16891368.09,2262390.96,7
30931838.83,frugal,9502190.369,36782931.72,6186367.766,6
17729970.68,wasteful,15555685.7,10783058.79,3545994.136,3
31001726.21,wasteful,30983360.48,32564956.08,6200345.242,5
1144026.1,frugal,387994.8235,31366689.72,228805.22,137
14883917.36,wasteful,13509464.32,17301447.69,2976783.472,6
33200904.5,wasteful,29217084.05,36983738.39,6640180.9,6
13767674.9,wasteful,12848879.37,4865680.37,2753534.98,2
17032008.81,moderate,9331465.237,14878898.29,3406401.762,4
18688544.23,wasteful,17060735.19,20349559.2,3737708.846,5
5809329.87,moderate,3367776.653,5519603.25,1161865.974,5
23974637.14,moderate,16576092.6,22546580.11,4794927.428,5
9469124.77,frugal,3662920.106,28429237,1893824.954,15
26204401.69,moderate,16132078.95,27056945.47,5240880.338,5
17965751.84,moderate,10201556.16,35825736.55,3593150.368,10
14413111.01,wasteful,11707472.73,27633086.27,2882622.202,10
27068100.46,moderate,18875310.81,33217943.57,5413620.092,6
23910246.5,wasteful,20329315.29,35009652.1,4782049.3,7
23855593.99,frugal,9118222.023,10633528.17,4771118.798,2
37645378.98,frugal,15006759.77,35566018.79,7529075.796,5
1103209.74,wasteful,1005138.164,12717276.55,220641.948,58
1384694.47,frugal,549554.7763,9097759,276938.894,33
14135203.43,frugal,5409791.661,35523788.28,2827040.686,13
7207675.9,moderate,4929123.539,34856476.3,1441535.18,24
12482040.13,frugal,4204004.732,17684442.34,2496408.026,7
1310201.31,moderate,729725.0832,21171607.49,262040.262,81
9475213.92,moderate,6268054.14,9329283.36,1895042.784,5
22743929.93,frugal,7549366.101,10112734.86,4548785.986,2
25819134.78,frugal,9913097.781,6036261.23,5163826.956,1
19396023.22,wasteful,17147577.49,23161271.32,3879204.644,6
5758281.88,moderate,3554949.946,34987825,1151656.376,30
25389704.86,wasteful,24679803.66,23594956.43,5077940.972,5
26147010.08,moderate,13663327.83,6811978.55,5229402.016,1
20108950.73,moderate,10995982.96,20964801.12,4021790.146,5
13215387.9,frugal,4447958.968,35191799.73,2643077.58,13
17942346.31,frugal,6669083.72,38457231.1,3588469.262,11
11704754.11,moderate,6997318.293,32503498.62,2340950.822,14
25357771.23,frugal,8530297.503,29144919.37,5071554.246,6
23639919.65,moderate,12256331,15425327.98,4727983.93,3
18633704.89,moderate,10914233.46,31613053.55,3726740.978,8
19831680.03,frugal,7410371.807,3500941.28,3966336.006,1
27385105.61,wasteful,25164666.69,11913887.83,5477021.122,2
14365418.61,wasteful,11839089.97,33340795.39,2873083.722,12
18704103.93,wasteful,17114281.15,5397268.99,3740820.786,1
35652210.16,frugal,12396994.73,6530432.98,7130442.032,1
11096669.25,frugal,4241104.55,10264960.21,2219333.85,5
33534257.51,moderate,23124664.03,26397227.75,6706851.502,4
29627277.06,wasteful,27912603.56,12847730.39,5925455.412,2
24437325.06,moderate,16898699.53,36699704.35,4887465.012,8
28190228.34,moderate,15952895.37,6637904.92,5638045.668,1
17572364.62,moderate,10876807.67,30186399.82,3514472.924,9
19449783.98,frugal,7268272.924,18183849.71,3889956.796,5
15650586.24,frugal,4943008.611,27624958.42,3130117.248,9
7207711.77,wasteful,6540505.406,7380024.11,1441542.354,5
2846307.7,wasteful,2732490.502,35829866.36,569261.54,63
30399346.73,frugal,11450539.58,36173271.55,6079869.346,6
12886269.67,moderate,8686980.645,29499579.62,2577253.934,11
4554222.25,wasteful,4137068.91,30385016.02,910844.45,33
25651564.9,frugal,9391934.969,16127398.54,5130312.98,3
15111261.98,frugal,5753028.658,26403780,3022252.396,9
14816042.91,frugal,4611283.852,31041357.69,2963208.582,10
3338678.92,wasteful,3221556.029,28504626.84,667735.784,43
10673087.8,wasteful,9706350.893,5939359.46,2134617.56,3
35408159.24,moderate,18726211.32,35392518.55,7081631.848,5
7679300.32,frugal,2816593.986,37662850.91,1535860.064,25
6252598.25,wasteful,6160279.6,30153644.18,1250519.65,24
34823819.06,frugal,12221935.98,14452956.74,6964763.812,2
5752856.64,moderate,3755730.612,17648450.42,1150571.328,15
25909302.11,moderate,15837398.78,30943127.12,5181860.422,6
6144942.05,moderate,4117703.893,17353320.59,1228988.41,14
5109687.25,moderate,2809544.694,5143750.74,1021937.45,5
36366065.39,moderate,20392344.13,25499732.19,7273213.078,4
11143651.18,frugal,3547205.755,7954163.48,2228730.236,4
12471619.17,wasteful,10491351.48,3673163.7,2494323.834,1
35665866.9,moderate,23327949.56,27959908.91,7133173.38,4
18877601.03,wasteful,16972267.76,34664491.03,3775520.206,9
27676255.36,wasteful,22772446.97,29862987.84,5535251.072,5
22991393.71,wasteful,19350340.77,23599115,4598278.742,5
12776130.01,wasteful,12385655.73,31267895.71,2555226.002,12
32232084.27,moderate,18016098.56,23563282.09,6446416.854,4
37773450.33,frugal,12582400.37,33836265.64,7554690.066,4
21210245.5,frugal,6800574.615,14945194.67,4242049.1,4
6298690.35,moderate,3965173.071,30768638.8,1259738.07,24
26486198.86,frugal,9650913.467,22912863.65,5297239.772,4
30381007.04,moderate,20473367.56,3492573.35,6076201.408,1
26018887.05,moderate,16948657.42,19531495.79,5203777.41,4
12802959.27,frugal,4293590.953,20301573.48,2560591.854,8
18994972.37,moderate,11203261.07,19670342.27,3798994.474,5
28144469.88,wasteful,26338344.43,7710767.41,5628893.976,1
34366291.49,wasteful,33140778.12,18386919.42,6873258.298,3
18154780.55,wasteful,17917252.57,28037977.7,3630956.11,8
28431383.34,frugal,10971575.91,28341055.64,5686276.668,5
31543935.08,moderate,19740318.85,4898214.05,6308787.016,1
26191553.56,frugal,8296428.015,4197360.39,5238310.712,1
30103753.81,wasteful,29725158.54,33647944.68,6020750.762,6
22921651.28,wasteful,22435594.32,7394803.96,4584330.256,2
37656488.42,wasteful,30381526.37,3271177.59,7531297.684,0
11465333.06,moderate,6720471.549,26016897.79,2293066.612,11
29628307.37,wasteful,25220657.13,30399769.98,5925661.474,5
28413484.61,frugal,10053606.09,28119087.02,5682696.922,5
35791237.67,frugal,11708942.34,32686588.95,7158247.534,5
18562359.53,wasteful,16442159.9,37999309.78,3712471.906,10
21298962.3,moderate,12960362.69,17809399.58,4259792.46,4
27898263.99,frugal,9205721.275,31629930.39,5579652.798,6
22942383.38,moderate,12796353.95,31082695.1,4588476.676,7
10949386.89,frugal,3466413.785,23577557.39,2189877.378,11
1534749.29,wasteful,1522804.933,11276041.92,306949.858,37
29949012,moderate,15879156.25,29104241.46,5989802.4,5
25716906.84,frugal,8209341.575,16199812.37,5143381.368,3
20949613.71,moderate,12463326.21,26517306.69,4189922.742,6
12517531,frugal,4235038.197,31026117.35,2503506.2,12
15731316.14,frugal,5252539.172,11633703.15,3146263.228,4
10422253.72,moderate,5304118.098,10525967.1,2084450.744,5
19908540.48,frugal,7342300.335,24636183.13,3981708.096,6
6921059.65,moderate,4381033.014,14018999.06,1384211.93,10
16863719.62,frugal,6025544.354,14850741.88,3372743.924,4
14677241.67,frugal,4884805.337,33678167.71,2935448.334,11
11723236.17,frugal,3654614.476,12981966.74,2344647.234,6
33039442.33,wasteful,29199665.1,29560991.88,6607888.466,4
37196683.89,frugal,14770798.58,30827121.48,7439336.778,4
20554836.02,frugal,8199695.212,19052505.23,4110967.204,5
14745150.47,frugal,4966059.731,25906718.86,2949030.094,9
13454026.22,moderate,8588563.685,9719004.36,2690805.244,4
26208292.66,frugal,9969896.741,27482995.59,5241658.532,5
34440771.55,moderate,20505161.37,8186694.16,6888154.31,1
25759326.4,moderate,16005001.57,28307094.84,5151865.28,5
30357438.96,wasteful,28673659.73,16615834.22,6071487.792,3
25773394.44,moderate,15409466.56,31303319.25,5154678.888,6
22339405.13,frugal,8238770.367,39425640.04,4467881.026,9
15498611.36,moderate,9514087.615,15257686.17,3099722.272,5
27128422.98,wasteful,21739025.28,22594706.71,5425684.596,4
8407977.09,moderate,5069613.082,38361958.69,1681595.418,23
13443392.38,wasteful,12296452.01,20370937.21,2688678.476,8
27981152.32,wasteful,25780045.6,28163577.47,5596230.464,5
17985716.06,wasteful,14454540.05,15135595.13,3597143.212,4
35448425.7,moderate,22518293.67,37957813.53,7089685.14,5
4957576.3,wasteful,4144033.584,39451935.21,991515.26,40
15406158.58,frugal,5302022.74,9548917.55,3081231.716,3
33037376.24,wasteful,29685290.06,14598884.06,6607475.248,2
35770979.99,frugal,12007300.6,15842164.99,7154195.998,2
32220909.79,wasteful,26714378.66,20253146.03,6444181.958,3
6817733.31,wasteful,6530933.857,3891912.7,1363546.662,3
11634810.62,moderate,7621034.447,30690061.14,2326962.124,13
18257545.25,frugal,6139512.29,5103756.8,3651509.05,1
13033548.59,frugal,5090149.633,29821401.05,2606709.718,11
